day,month,totalPoints,cumulativePoints,rollingAvgPoints,taskCompleted,taskMissed,pointsGain,pointsDeduct,mindStatus
-0.15613621148774082,-0.6703245364921006,0.009447524726469321,-1.0687128169714935,-0.4270520317893726,-1.4647744263206615,-1.0158876293580146,-0.9786292546704057,-0.8617853281581929,0
-0.998353305218672,-0.3776161555572166,-0.054020461897504035,-1.0468434105601863,-0.4270520317893726,-0.8953814000654489,-0.03734880990286814,-0.5115967141901757,-0.3566673058372834,0
-0.8780365775428247,0.20780060631255123,0.42198943778229614,-0.9921698945319181,0.15985853957829876,-0.3259883738102363,0.9411900095522783,0.3640892992102558,-0.3566673058372834,0
-0.7577198498669774,-0.08490777462233268,-0.6887003281372376,-1.0140393009432254,-0.1148655576576325,-0.8953814000654489,0.9411900095522783,-0.8034920519903195,0.4010097276440809,0
-0.63740312219113,-0.08490777462233268,-1.2599122077529978,-1.0752736388948856,-0.5893889983378775,-1.4647744263206615,-0.03734880990286814,-1.5624199302706934,0.6535687388045356,0
-0.5170863945152828,0.793217368182319,-0.5300303615773042,-1.0862083421005393,-0.9640127672959656,-0.8953814000654489,-0.03734880990286814,-0.8034920519903195,0.14845071648362612,0
-0.39676966683943543,1.3786341300520868,-0.6252323415132642,-1.1037038672295851,-0.9390378493654264,-0.8953814000654489,-0.03734880990286814,-0.9786292546704057,0.14845071648362612,0
-0.27645293916358815,1.085925749117203,-0.5300303615773042,-1.1146385704352386,-0.6518262931642255,-1.4647744263206615,0.9411900095522783,-1.0953873897904634,-0.10410829467682864,0
-0.998353305218672,1.085925749117203,0.6441273909662029,-1.0446564699190555,-0.18979031144925015,0.8127976787001888,-1.0158876293580146,0.18895209653016948,-0.8617853281581929,3
-0.8780365775428247,0.793217368182319,-0.4030943883293575,-1.0468434105601863,-0.10237809869236293,0.24340465244497628,-0.03734880990286814,0.013814893850083198,0.6535687388045356,3
